X,Y,Half,Player1 Name,Player1 Team,Match Name
37.33,-17.46,1,Danny PUGH,Stoke City,11.08.21 Norwich City v Stoke City
28.28,-12.5,1,Danny PUGH,Stoke City,11.08.21 Norwich City v Stoke City
44.73,-0.67,1,Kenwyne JONES,Stoke City,11.08.21 Norwich City v Stoke City
29.69,-2.07,1,Glenn WHELAN,Stoke City,11.08.21 Norwich City v Stoke City
34.75,-3.51,1,Dean WHITEHEAD,Stoke City,11.08.21 Norwich City v Stoke City
-34.41,16.4,1,Simeon JACKSON,Norwich City,11.08.21 Norwich City v Stoke City
-30.0,-1.0,0,Luka MODRIC,Tottenham Hotspur,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
-31.0,11.0,0,Gareth BALE,Tottenham Hotspur,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
-27.0,0.0,0,Luka MODRIC,Tottenham Hotspur,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
49.0,1.0,0,Steven FLETCHER,Wolverhampton Wanderers,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
-33.0,-1.0,0,Gareth BALE,Tottenham Hotspur,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
-30.0,8.0,0,Rafael VAN DER VAART,Tottenham Hotspur,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
-39.0,-4.0,0,Gareth BALE,Tottenham Hotspur,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
-27.0,-10.0,0,Rafael VAN DER VAART,Tottenham Hotspur,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
-45.0,6.0,0,Gareth BALE,Tottenham Hotspur,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
-35.0,3.0,0,Luka MODRIC,Tottenham Hotspur,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
40.0,-5.0,0,David EDWARDS,Wolverhampton Wanderers,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
40.0,11.0,0,Michael KIGHTLY,Wolverhampton Wanderers,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
-34.0,14.0,0,Younes KABOUL,Tottenham Hotspur,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
-44.0,4.0,0,Gareth BALE,Tottenham Hotspur,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
40.0,-9.0,0,Emmanuel FRIMPONG,Wolverhampton Wanderers,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
39.0,0.0,1,Gareth BALE,Tottenham Hotspur,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
-41.0,-4.0,1,Emmanuel FRIMPONG,Wolverhampton Wanderers,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
30.0,-2.0,1,Luka MODRIC,Tottenham Hotspur,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
35.0,3.0,1,Luka MODRIC,Tottenham Hotspur,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
47.0,11.0,1,Aaron LENNON,Tottenham Hotspur,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
39.0,-17.0,1,Scott PARKER,Tottenham Hotspur,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
43.0,-1.0,1,Michael DAWSON,Tottenham Hotspur,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
24.0,13.0,1,Gareth BALE,Tottenham Hotspur,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
33.0,10.0,1,Kyle WALKER,Tottenham Hotspur,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
38.0,-7.0,1,Jermain DEFOE,Tottenham Hotspur,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
25.0,-8.0,1,Benoit ASSOU-EKOTTO,Tottenham Hotspur,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
30.0,6.0,1,Kyle WALKER,Tottenham Hotspur,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
39.0,9.0,1,Luka MODRIC,Tottenham Hotspur,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
23.0,1.0,1,Luka MODRIC,Tottenham Hotspur,12.01.14 Tottenham Hotspur v Wolverhampton Wanderers
-31.79,-10.29,0,Yohan CABAYE,Newcastle United,11.12.10 Norwich City v Newcastle United
41.65,10.52,0,Grant HOLT,Norwich City,11.12.10 Norwich City v Newcastle United
22.65,-5.28,0,David FOX,Norwich City,11.12.10 Norwich City v Newcastle United
-38.12,-0.23,0,Dan GOSLING,Newcastle United,11.12.10 Norwich City v Newcastle United
-38.09,6.91,0,Dan GOSLING,Newcastle United,11.12.10 Norwich City v Newcastle United
-30.43,-7.89,0,Gabriel OBERTAN,Newcastle United,11.12.10 Norwich City v Newcastle United
28.12,-11.44,0,Andrew SURMAN,Norwich City,11.12.10 Norwich City v Newcastle United
-27.74,12.61,0,Yohan CABAYE,Newcastle United,11.12.10 Norwich City v Newcastle United
49.9,-1.68,0,Wesley HOOLAHAN,Norwich City,11.12.10 Norwich City v Newcastle United
-44.51,3.65,0,Demba BA,Newcastle United,11.12.10 Norwich City v Newcastle United
48.56,9.58,1,Demba BA,Newcastle United,11.12.10 Norwich City v Newcastle United
-20.73,-2.86,1,Kyle NAUGHTON,Norwich City,11.12.10 Norwich City v Newcastle United
29.83,-13.26,1,Gabriel OBERTAN,Newcastle United,11.12.10 Norwich City v Newcastle United
24.96,-0.19,1,Demba BA,Newcastle United,11.12.10 Norwich City v Newcastle United
-49.11,6.97,1,Grant HOLT,Norwich City,11.12.10 Norwich City v Newcastle United
24.72,8.73,1,Dan GOSLING,Newcastle United,11.12.10 Norwich City v Newcastle United
35.19,1.01,1,Demba BA,Newcastle United,11.12.10 Norwich City v Newcastle United
17.18,-5.95,1,Yohan CABAYE,Newcastle United,11.12.10 Norwich City v Newcastle United
42.25,17.76,1,Gabriel OBERTAN,Newcastle United,11.12.10 Norwich City v Newcastle United
-23.7,7.75,1,David FOX,Norwich City,11.12.10 Norwich City v Newcastle United
-30.98,7.1,1,Bradley JOHNSON,Norwich City,11.12.10 Norwich City v Newcastle United
22.44,4.95,1,Demba BA,Newcastle United,11.12.10 Norwich City v Newcastle United
31.53,13.47,1,Sammy AMEOBI,Newcastle United,11.12.10 Norwich City v Newcastle United
-31.98,11.38,0,Yakubu AYEGBENI,Blackburn Rovers,11.11.26 Stoke City v Blackburn Rovers
-17.13,13.52,0,Scott DANN,Blackburn Rovers,11.11.26 Stoke City v Blackburn Rovers
-17.43,3.44,0,Morten GAMST PEDERSEN,Blackburn Rovers,11.11.26 Stoke City v Blackburn Rovers
-23.16,3.23,0,Ruben ROCHINA,Blackburn Rovers,11.11.26 Stoke City v Blackburn Rovers
-33.99,8.13,0,David HOILETT,Blackburn Rovers,11.11.26 Stoke City v Blackburn Rovers
-26.06,2.43,0,Ruben ROCHINA,Blackburn Rovers,11.11.26 Stoke City v Blackburn Rovers
-26.03,5.4,0,Ruben ROCHINA,Blackburn Rovers,11.11.26 Stoke City v Blackburn Rovers
38.65,-16.58,1,Yakubu AYEGBENI,Blackburn Rovers,11.11.26 Stoke City v Blackburn Rovers
-34.21,-15.26,1,Rory DELAP,Stoke City,11.11.26 Stoke City v Blackburn Rovers
42.9,11.07,1,Ruben ROCHINA,Blackburn Rovers,11.11.26 Stoke City v Blackburn Rovers
-31.44,-0.09,1,Glenn WHELAN,Stoke City,11.11.26 Stoke City v Blackburn Rovers
28.43,-2.84,1,Yakubu AYEGBENI,Blackburn Rovers,11.11.26 Stoke City v Blackburn Rovers
-40.88,7.34,1,Peter CROUCH,Stoke City,11.11.26 Stoke City v Blackburn Rovers
-42.27,10.19,1,Peter CROUCH,Stoke City,11.11.26 Stoke City v Blackburn Rovers
-38.25,-14.74,1,Jonathan WALTERS,Stoke City,11.11.26 Stoke City v Blackburn Rovers
27.31,-3.88,1,Steven N'ZONZI,Blackburn Rovers,11.11.26 Stoke City v Blackburn Rovers
33.53,3.19,1,Yakubu AYEGBENI,Blackburn Rovers,11.11.26 Stoke City v Blackburn Rovers
27.85,2.59,1,Ruben ROCHINA,Blackburn Rovers,11.11.26 Stoke City v Blackburn Rovers
31.86,-4.59,1,Yakubu AYEGBENI,Blackburn Rovers,11.11.26 Stoke City v Blackburn Rovers
22.92,6.27,1,Ruben ROCHINA,Blackburn Rovers,11.11.26 Stoke City v Blackburn Rovers
-40.35,11.11,0,Orlando SA,Fulham,11.09.24 West Bromwich Albion v Fulham
-29.87,1.23,0,Pajtim KASAMI,Fulham,11.09.24 West Bromwich Albion v Fulham
28.39,7.26,0,Youssouf MULUMBU,West Bromwich Albion,11.09.24 West Bromwich Albion v Fulham
-24.45,0.42,0,Clint DEMPSEY,Fulham,11.09.24 West Bromwich Albion v Fulham
-26.29,-7.77,0,Moussa DEMBELE,Fulham,11.09.24 West Bromwich Albion v Fulham
-31.29,-11.7,0,Clint DEMPSEY,Fulham,11.09.24 West Bromwich Albion v Fulham
-24.58,-0.92,0,Steve SIDWELL,Fulham,11.09.24 West Bromwich Albion v Fulham
39.81,-17.52,0,Shane LONG,West Bromwich Albion,11.09.24 West Bromwich Albion v Fulham
-24.04,6.61,0,Moussa DEMBELE,Fulham,11.09.24 West Bromwich Albion v Fulham
-36.81,4.31,0,Orlando SA,Fulham,11.09.24 West Bromwich Albion v Fulham
39.45,-3.66,1,Clint DEMPSEY,Fulham,11.09.24 West Bromwich Albion v Fulham
34.15,-7.72,1,Moussa DEMBELE,Fulham,11.09.24 West Bromwich Albion v Fulham
-23.92,-7.31,1,Youssouf MULUMBU,West Bromwich Albion,11.09.24 West Bromwich Albion v Fulham
-27.52,-10.49,1,Youssouf MULUMBU,West Bromwich Albion,11.09.24 West Bromwich Albion v Fulham
-39.21,6.14,1,Peter ODEMWINGIE,West Bromwich Albion,11.09.24 West Bromwich Albion v Fulham
30.47,1.85,1,John ARNE RIISE,Fulham,11.09.24 West Bromwich Albion v Fulham
47.22,2.02,1,Bryan RUIZ,Fulham,11.09.24 West Bromwich Albion v Fulham
-43.61,-13.71,1,Peter ODEMWINGIE,West Bromwich Albion,11.09.24 West Bromwich Albion v Fulham
32.69,-8.26,1,Clint DEMPSEY,Fulham,11.09.24 West Bromwich Albion v Fulham
-37.18,-1.77,1,James MORRISON,West Bromwich Albion,11.09.24 West Bromwich Albion v Fulham
-32.62,-12.05,1,Chris BRUNT,West Bromwich Albion,11.09.24 West Bromwich Albion v Fulham
24.35,-4.76,1,Steve SIDWELL,Fulham,11.09.24 West Bromwich Albion v Fulham
40.56,-13.63,1,Orlando SA,Fulham,11.09.24 West Bromwich Albion v Fulham
-36.27,-10.78,0,Joey BARTON,Queens Park Rangers,12.01.02 Queens Park Rangers v Norwich City
-23.62,-1.13,0,Shaun DERRY,Queens Park Rangers,12.01.02 Queens Park Rangers v Norwich City
29.39,9.55,0,Bradley JOHNSON,Norwich City,12.01.02 Queens Park Rangers v Norwich City
23.99,-11.45,0,Grant HOLT,Norwich City,12.01.02 Queens Park Rangers v Norwich City
40.13,5.35,0,Simeon JACKSON,Norwich City,12.01.02 Queens Park Rangers v Norwich City
38.08,-15.43,0,Simeon JACKSON,Norwich City,12.01.02 Queens Park Rangers v Norwich City
15.61,-2.22,0,Bradley JOHNSON,Norwich City,12.01.02 Queens Park Rangers v Norwich City
24.1,-4.63,0,Anthony PILKINGTON,Norwich City,12.01.02 Queens Park Rangers v Norwich City
17.99,6.26,0,Daniel AYALA,Norwich City,12.01.02 Queens Park Rangers v Norwich City
27.66,11.72,1,Shaun WRIGHT-PHILLIPS,Queens Park Rangers,12.01.02 Queens Park Rangers v Norwich City
-27.57,-4.53,1,Bradley JOHNSON,Norwich City,12.01.02 Queens Park Rangers v Norwich City
36.56,10.19,1,Shaun WRIGHT-PHILLIPS,Queens Park Rangers,12.01.02 Queens Park Rangers v Norwich City
-28.37,-3.82,1,Elliott BENNETT,Norwich City,12.01.02 Queens Park Rangers v Norwich City
-38.58,-0.57,1,Grant HOLT,Norwich City,12.01.02 Queens Park Rangers v Norwich City
28.35,6.54,1,Alejandro DAMIAN FAURLIN,Queens Park Rangers,12.01.02 Queens Park Rangers v Norwich City
23.96,15.54,1,Alejandro DAMIAN FAURLIN,Queens Park Rangers,12.01.02 Queens Park Rangers v Norwich City
-42.88,-1.87,1,Steve MORISON,Norwich City,12.01.02 Queens Park Rangers v Norwich City
26.54,0.16,1,Alejandro DAMIAN FAURLIN,Queens Park Rangers,12.01.02 Queens Park Rangers v Norwich City
32.76,5.33,0,David EDWARDS,Wolverhampton Wanderers,11.11.06 Wolverhampton Wanderers v Wigan Athletic
-38.21,5.16,0,Hugo RODALLEGA,Wigan Athletic,11.11.06 Wolverhampton Wanderers v Wigan Athletic
-23.22,-1.36,0,Victor MOSES,Wigan Athletic,11.11.06 Wolverhampton Wanderers v Wigan Athletic
-43.71,-4.72,0,Hugo RODALLEGA,Wigan Athletic,11.11.06 Wolverhampton Wanderers v Wigan Athletic
44.18,5.86,0,Jamie O'HARA,Wolverhampton Wanderers,11.11.06 Wolverhampton Wanderers v Wigan Athletic
-45.61,0.58,0,Ben WATSON,Wigan Athletic,11.11.06 Wolverhampton Wanderers v Wigan Athletic
23.93,-3.27,0,Stephen HUNT,Wolverhampton Wanderers,11.11.06 Wolverhampton Wanderers v Wigan Athletic
32.49,20.15,1,Victor MOSES,Wigan Athletic,11.11.06 Wolverhampton Wanderers v Wigan Athletic
33.4,-7.35,1,Franco DI SANTO,Wigan Athletic,11.11.06 Wolverhampton Wanderers v Wigan Athletic
-46.37,4.37,1,Stephen HUNT,Wolverhampton Wanderers,11.11.06 Wolverhampton Wanderers v Wigan Athletic
-48.05,-2.98,1,David EDWARDS,Wolverhampton Wanderers,11.11.06 Wolverhampton Wanderers v Wigan Athletic
-43.06,8.34,1,David EDWARDS,Wolverhampton Wanderers,11.11.06 Wolverhampton Wanderers v Wigan Athletic
-43.74,-4.89,1,Jamie O'HARA,Wolverhampton Wanderers,11.11.06 Wolverhampton Wanderers v Wigan Athletic
-42.14,1.96,1,Stephen WARD,Wolverhampton Wanderers,11.11.06 Wolverhampton Wanderers v Wigan Athletic
-33.45,-12.53,1,Jamie O'HARA,Wolverhampton Wanderers,11.11.06 Wolverhampton Wanderers v Wigan Athletic
29.41,-11.99,1,Albert CRUSAT,Wigan Athletic,11.11.06 Wolverhampton Wanderers v Wigan Athletic
33.13,-3.1,1,Franco DI SANTO,Wigan Athletic,11.11.06 Wolverhampton Wanderers v Wigan Athletic
30.36,-10.01,1,Hugo RODALLEGA,Wigan Athletic,11.11.06 Wolverhampton Wanderers v Wigan Athletic
38.93,-6.15,1,Conor SAMMON,Wigan Athletic,11.11.06 Wolverhampton Wanderers v Wigan Athletic
35.2,13.79,1,Conor SAMMON,Wigan Athletic,11.11.06 Wolverhampton Wanderers v Wigan Athletic
29.02,2.55,1,Franco DI SANTO,Wigan Athletic,11.11.06 Wolverhampton Wanderers v Wigan Athletic
39.81,6.51,1,Mohamed DIAME,Wigan Athletic,11.11.06 Wolverhampton Wanderers v Wigan Athletic
38.0,9.0,0,Marc ALBRIGHTON,Aston Villa,12.01.14 Aston Villa v Everton
25.0,-8.0,0,Gabriel AGBONLAHOR,Aston Villa,12.01.14 Aston Villa v Everton
43.0,7.0,0,James COLLINS,Aston Villa,12.01.14 Aston Villa v Everton
-46.0,7.0,1,Darren BENT,Aston Villa,12.01.14 Aston Villa v Everton
-48.0,1.0,1,Darren BENT,Aston Villa,12.01.14 Aston Villa v Everton
-37.0,0.0,1,Alan HUTTON,Aston Villa,12.01.14 Aston Villa v Everton
-36.0,18.0,1,Stephen IRELAND,Aston Villa,12.01.14 Aston Villa v Everton
39.0,1.0,1,Victor ANICHEBE,Everton,12.01.14 Aston Villa v Everton
-27.0,1.0,1,Marc ALBRIGHTON,Aston Villa,12.01.14 Aston Villa v Everton
-23.0,-4.0,1,Stiliyan PETROV,Aston Villa,12.01.14 Aston Villa v Everton
45.0,14.0,1,Victor ANICHEBE,Everton,12.01.14 Aston Villa v Everton
41.0,4.0,1,Tim CAHILL,Everton,12.01.14 Aston Villa v Everton
41.0,6.0,1,Louis SAHA,Everton,12.01.14 Aston Villa v Everton
-30.0,-2.0,1,Robbie KEANE,Aston Villa,12.01.14 Aston Villa v Everton
22.0,1.0,1,Tim CAHILL,Everton,12.01.14 Aston Villa v Everton
-40.18,-1.13,0,Titus BRAMBLE,Sunderland,11.09.18 Sunderland v Stoke City
44.77,4.42,0,Robert HUTH,Stoke City,11.09.18 Sunderland v Stoke City
36.91,-0.56,0,Ryan SHAWCROSS,Stoke City,11.09.18 Sunderland v Stoke City
32.53,2.62,0,Dean WHITEHEAD,Stoke City,11.09.18 Sunderland v Stoke City
-32.45,0.37,0,Craig GARDNER,Sunderland,11.09.18 Sunderland v Stoke City
-34.99,20.12,0,Stephane SESSEGNON,Sunderland,11.09.18 Sunderland v Stoke City
-44.36,-12.89,0,Sebastian LARSSON,Sunderland,11.09.18 Sunderland v Stoke City
38.39,1.07,0,Cameron JEROME,Stoke City,11.09.18 Sunderland v Stoke City
-24.39,6.68,0,David VAUGHAN,Sunderland,11.09.18 Sunderland v Stoke City
26.88,-11.26,1,Stephane SESSEGNON,Sunderland,11.09.18 Sunderland v Stoke City
31.13,3.85,1,Craig GARDNER,Sunderland,11.09.18 Sunderland v Stoke City
-35.47,4.92,1,Kenwyne JONES,Stoke City,11.09.18 Sunderland v Stoke City
-28.81,-16.18,1,Robert HUTH,Stoke City,11.09.18 Sunderland v Stoke City
41.64,17.42,0,Theo WALCOTT,Arsenal,12.03.03 Liverpool v Arsenal
-20.95,4.53,0,Stewart DOWNING,Liverpool,12.03.03 Liverpool v Arsenal
-20.66,14.99,0,Dirk KUYT,Liverpool,12.03.03 Liverpool v Arsenal
26.78,14.75,0,Bacary SAGNA,Arsenal,12.03.03 Liverpool v Arsenal
-44.49,-2.47,0,Dirk KUYT,Liverpool,12.03.03 Liverpool v Arsenal
-35.87,-7.67,0,Jordan HENDERSON,Liverpool,12.03.03 Liverpool v Arsenal
-45.3,12.74,0,Luis SUAREZ,Liverpool,12.03.03 Liverpool v Arsenal
-39.61,7.16,0,Luis SUAREZ,Liverpool,12.03.03 Liverpool v Arsenal
-46.51,4.31,0,Dirk KUYT,Liverpool,12.03.03 Liverpool v Arsenal
44.32,16.42,1,Luis SUAREZ,Liverpool,12.03.03 Liverpool v Arsenal
-27.02,-2.57,1,Abou DIABY,Arsenal,12.03.03 Liverpool v Arsenal
-34.42,-16.15,1,Theo WALCOTT,Arsenal,12.03.03 Liverpool v Arsenal
-39.7,6.8,1,Theo WALCOTT,Arsenal,12.03.03 Liverpool v Arsenal
30.7,-7.77,1,Stewart DOWNING,Liverpool,12.03.03 Liverpool v Arsenal
-44.35,10.85,1,Robin VAN PERSIE,Arsenal,12.03.03 Liverpool v Arsenal
-38.9,13.06,1,Kieran GIBBS,Arsenal,12.03.03 Liverpool v Arsenal
-27.47,9.45,1,Alex OXLADE-CHAMBERLAIN,Arsenal,12.03.03 Liverpool v Arsenal
38.04,12.55,0,Keith ANDREWS,West Bromwich Albion,12.02.25 West Bromwich Albion v Sunderland
24.96,-11.83,0,Keith ANDREWS,West Bromwich Albion,12.02.25 West Bromwich Albion v Sunderland
-21.52,-6.95,0,Craig GARDNER,Sunderland,12.02.25 West Bromwich Albion v Sunderland
-20.81,-14.4,0,Craig GARDNER,Sunderland,12.02.25 West Bromwich Albion v Sunderland
32.86,-2.06,0,James MORRISON,West Bromwich Albion,12.02.25 West Bromwich Albion v Sunderland
29.96,-3.88,0,Keith ANDREWS,West Bromwich Albion,12.02.25 West Bromwich Albion v Sunderland
42.96,6.08,0,Marc-Antoine FORTUNE,West Bromwich Albion,12.02.25 West Bromwich Albion v Sunderland
33.76,18.27,1,Craig GARDNER,Sunderland,12.02.25 West Bromwich Albion v Sunderland
-37.29,1.05,1,Peter ODEMWINGIE,West Bromwich Albion,12.02.25 West Bromwich Albion v Sunderland
-38.15,15.19,1,Jerome THOMAS,West Bromwich Albion,12.02.25 West Bromwich Albion v Sunderland
-34.0,13.45,1,James MORRISON,West Bromwich Albion,12.02.25 West Bromwich Albion v Sunderland
35.6,6.06,1,Lee CATTERMOLE,Sunderland,12.02.25 West Bromwich Albion v Sunderland
25.59,6.84,1,Stephane SESSEGNON,Sunderland,12.02.25 West Bromwich Albion v Sunderland
25.71,4.49,1,Craig GARDNER,Sunderland,12.02.25 West Bromwich Albion v Sunderland
-25.98,-16.13,1,Keith ANDREWS,West Bromwich Albion,12.02.25 West Bromwich Albion v Sunderland
43.19,16.02,1,Craig GARDNER,Sunderland,12.02.25 West Bromwich Albion v Sunderland
-46.23,18.04,1,Marc-Antoine FORTUNE,West Bromwich Albion,12.02.25 West Bromwich Albion v Sunderland
-47.12,10.17,1,James MORRISON,West Bromwich Albion,12.02.25 West Bromwich Albion v Sunderland
-48.25,11.21,1,Marc-Antoine FORTUNE,West Bromwich Albion,12.02.25 West Bromwich Albion v Sunderland
-35.28,13.82,1,Graham DORRANS,West Bromwich Albion,12.02.25 West Bromwich Albion v Sunderland
38.25,12.63,1,Stephane SESSEGNON,Sunderland,12.02.25 West Bromwich Albion v Sunderland
31.68,-13.86,1,Craig GARDNER,Sunderland,12.02.25 West Bromwich Albion v Sunderland
-38.87,16.58,1,Nicky SHOREY,West Bromwich Albion,12.02.25 West Bromwich Albion v Sunderland
-44.71,19.56,1,James MORRISON,West Bromwich Albion,12.02.25 West Bromwich Albion v Sunderland
-42.8,6.73,1,Keith ANDREWS,West Bromwich Albion,12.02.25 West Bromwich Albion v Sunderland
-22.74,-14.07,0,Adel TAARABT,Queens Park Rangers,11.09.12 Queens Park Rangers v Newcastle United
35.39,9.76,0,Leon BEST,Newcastle United,11.09.12 Queens Park Rangers v Newcastle United
-42.6,0.37,0,Jay BOTHROYD,Queens Park Rangers,11.09.12 Queens Park Rangers v Newcastle United
-28.58,-15.26,0,Shaun WRIGHT-PHILLIPS,Queens Park Rangers,11.09.12 Queens Park Rangers v Newcastle United
-24.98,2.27,0,Shaun WRIGHT-PHILLIPS,Queens Park Rangers,11.09.12 Queens Park Rangers v Newcastle United
33.04,-6.67,0,Jonas GUTIERREZ,Newcastle United,11.09.12 Queens Park Rangers v Newcastle United
35.39,-14.11,1,Adel TAARABT,Queens Park Rangers,11.09.12 Queens Park Rangers v Newcastle United
42.69,13.51,1,Luke YOUNG,Queens Park Rangers,11.09.12 Queens Park Rangers v Newcastle United
-45.76,3.19,1,Jonas GUTIERREZ,Newcastle United,11.09.12 Queens Park Rangers v Newcastle United
43.67,-0.38,1,Jay BOTHROYD,Queens Park Rangers,11.09.12 Queens Park Rangers v Newcastle United
-31.75,8.09,1,Jonas GUTIERREZ,Newcastle United,11.09.12 Queens Park Rangers v Newcastle United
32.6,-10.43,1,Alejandro DAMIAN FAURLIN,Queens Park Rangers,11.09.12 Queens Park Rangers v Newcastle United
29.61,13.99,1,Shaun WRIGHT-PHILLIPS,Queens Park Rangers,11.09.12 Queens Park Rangers v Newcastle United
44.65,3.79,0,Chris BRUNT,West Bromwich Albion,11.12.10 West Bromwich Albion v Wigan Athletic
30.14,0.75,0,Chris BRUNT,West Bromwich Albion,11.12.10 West Bromwich Albion v Wigan Athletic
-34.04,-13.61,0,Conor SAMMON,Wigan Athletic,11.12.10 West Bromwich Albion v Wigan Athletic
49.41,-8.61,0,Peter ODEMWINGIE,West Bromwich Albion,11.12.10 West Bromwich Albion v Wigan Athletic
40.01,9.35,0,Jerome THOMAS,West Bromwich Albion,11.12.10 West Bromwich Albion v Wigan Athletic
-23.34,8.7,0,Victor MOSES,Wigan Athletic,11.12.10 West Bromwich Albion v Wigan Athletic
39.26,-7.72,0,Jerome THOMAS,West Bromwich Albion,11.12.10 West Bromwich Albion v Wigan Athletic
42.31,-3.82,0,Peter ODEMWINGIE,West Bromwich Albion,11.12.10 West Bromwich Albion v Wigan Athletic
-27.97,12.84,0,Victor MOSES,Wigan Athletic,11.12.10 West Bromwich Albion v Wigan Athletic
-40.59,10.97,0,Victor MOSES,Wigan Athletic,11.12.10 West Bromwich Albion v Wigan Athletic
-41.73,-10.91,1,Shane LONG,West Bromwich Albion,11.12.10 West Bromwich Albion v Wigan Athletic
-41.26,-10.17,1,Peter ODEMWINGIE,West Bromwich Albion,11.12.10 West Bromwich Albion v Wigan Athletic
29.14,-3.25,1,Jordi GOMEZ,Wigan Athletic,11.12.10 West Bromwich Albion v Wigan Athletic
-42.27,4.2,1,Shane LONG,West Bromwich Albion,11.12.10 West Bromwich Albion v Wigan Athletic
20.63,-1.55,1,Victor MOSES,Wigan Athletic,11.12.10 West Bromwich Albion v Wigan Athletic
-32.36,12.12,1,Jerome THOMAS,West Bromwich Albion,11.12.10 West Bromwich Albion v Wigan Athletic
-25.89,3.89,1,Steven REID,West Bromwich Albion,11.12.10 West Bromwich Albion v Wigan Athletic
35.11,-3.67,1,Victor MOSES,Wigan Athletic,11.12.10 West Bromwich Albion v Wigan Athletic
-38.8,-9.45,1,Chris BRUNT,West Bromwich Albion,11.12.10 West Bromwich Albion v Wigan Athletic
-36.76,13.18,1,Paul SCHARNER,West Bromwich Albion,11.12.10 West Bromwich Albion v Wigan Athletic
27.05,4.39,1,Franco DI SANTO,Wigan Athletic,11.12.10 West Bromwich Albion v Wigan Athletic
30.87,10.7,0,David SILVA,Manchester City,12.04.30 Manchester City v Manchester United
37.5,-16.12,0,David SILVA,Manchester City,12.04.30 Manchester City v Manchester United
-20.53,-1.44,0,NANI,Manchester United,12.04.30 Manchester City v Manchester United
43.37,12.63,0,Sergio AGUERO,Manchester City,12.04.30 Manchester City v Manchester United
28.15,-10.13,0,Yaya TOURE,Manchester City,12.04.30 Manchester City v Manchester United
43.7,3.06,0,Sergio AGUERO,Manchester City,12.04.30 Manchester City v Manchester United
42.25,2.63,0,Pablo ZABALETA,Manchester City,12.04.30 Manchester City v Manchester United
45.28,-11.12,0,Sergio AGUERO,Manchester City,12.04.30 Manchester City v Manchester United
-40.3,10.55,0,Ji-Sung PARK,Manchester United,12.04.30 Manchester City v Manchester United
44.17,-23.25,1,NANI,Manchester United,12.04.30 Manchester City v Manchester United
-37.79,-13.15,1,Samir NASRI,Manchester City,12.04.30 Manchester City v Manchester United
-29.4,-12.17,1,Yaya TOURE,Manchester City,12.04.30 Manchester City v Manchester United
-38.57,-2.3,1,Sergio AGUERO,Manchester City,12.04.30 Manchester City v Manchester United
-47.9,-13.68,1,Sergio AGUERO,Manchester City,12.04.30 Manchester City v Manchester United
-34.26,1.09,1,Yaya TOURE,Manchester City,12.04.30 Manchester City v Manchester United
-37.6,12.27,1,Gael CLICHY,Manchester City,12.04.30 Manchester City v Manchester United
35.21,-0.96,1,Wayne ROONEY,Manchester United,12.04.30 Manchester City v Manchester United
32.67,8.67,0,Sergio AGUERO,Manchester City,12.01.22 Manchester City v Tottenham Hotspur
44.96,-5.49,0,Sergio AGUERO,Manchester City,12.01.22 Manchester City v Tottenham Hotspur
-26.71,-1.77,0,Scott PARKER,Tottenham Hotspur,12.01.22 Manchester City v Tottenham Hotspur
42.88,-13.37,0,David SILVA,Manchester City,12.01.22 Manchester City v Tottenham Hotspur
43.96,-13.96,0,Sergio AGUERO,Manchester City,12.01.22 Manchester City v Tottenham Hotspur
40.47,8.96,0,Sergio AGUERO,Manchester City,12.01.22 Manchester City v Tottenham Hotspur
-31.85,4.06,0,Rafael VAN DER VAART,Tottenham Hotspur,12.01.22 Manchester City v Tottenham Hotspur
-30.85,6.38,0,Rafael VAN DER VAART,Tottenham Hotspur,12.01.22 Manchester City v Tottenham Hotspur
-29.47,12.77,0,Younes KABOUL,Tottenham Hotspur,12.01.22 Manchester City v Tottenham Hotspur
