,Player Name,Goals,xGoals Shot,DP Passes Made,Cr Crosses Made,CA Regains,HP Regains,BMP+,Possessions,On-pitch xG Generated,ST Involvement,BU Involvement,Ma Involvement,Player Points,Average X,Average Y,Team
104,James MORRISON,5,3.1714191672626812,50.021000000000015,83,11.39066748392843,16.093256249999964,62.576487229,54.733333333333334,31.190989221804035,9.5,14.066666666666666,10.933333333333334,0.13424457125577888,6.656650757238048,-1.3117816380369136,West Bromwich Albion
105,Jonas OLSSON,2,3.9054175845429784,162.84250000000003,1,24.90425671982014,4.860568750000063,29.698473852999996,48.45454545454545,40.4521809362082,1.3333333333333333,2.3636363636363638,14.242424242424242,0.0876735039601697,-17.314762114862805,-11.91729066238865,West Bromwich Albion
106,Keith ANDREWS,2,1.0854581554137444,14.384,6,8.10667625809553,3.9159687500000118,13.069835895999997,38.357142857142854,10.723486881711974,4.714285714285714,8.0,11.571428571428571,0.08335143515202244,1.1584854456263225,0.7667563562087748,West Bromwich Albion
107,Liam RIDGEWELL,2,2.119318951935726,46.637,35,5.734047182427959,8.057775000000012,14.455292219999997,57.15384615384615,16.729247937952692,6.615384615384615,8.076923076923077,14.615384615384615,0.19407348298278146,-4.4557940269390395,-24.171930738511417,West Bromwich Albion
108,Marc-Antoine FORTUNE,2,2.9907862496492985,2.3900000000000006,33,1.417092502541225,4.968093750000012,20.489926337,35.529411764705884,17.9686685684913,10.647058823529411,9.117647058823529,3.235294117647059,0.1696704654778016,22.509045047772833,0.3501281766704347,West Bromwich Albion
110,Paul SCHARNER,3,3.18189823362891,12.1095,15,12.4651133558515,9.628987499999985,23.142381081000003,32.03448275862069,20.41124577314759,3.9310344827586206,7.482758620689655,7.206896551724138,0.0690394074930167,2.5395842662976453,4.551042084123099,West Bromwich Albion
111,Peter ODEMWINGIE,10,7.606771159470393,6.449,51,1.4437863457952296,10.493743749999956,42.454537742,40.46666666666667,32.967712556214444,9.866666666666667,10.7,4.566666666666666,0.19511349547156803,19.390494889169585,5.081658996477516,West Bromwich Albion
112,Shane LONG,8,5.911305802951172,2.5100000000000007,10,2.50477249394227,6.864781249999984,30.728837023000004,30.21875,27.161533469063723,5.5625,5.96875,2.5625,0.13399111084098872,18.147464400849397,1.9773653320222984,West Bromwich Albion
113,Simon COX,0,1.2331206341678622,18.5605,19,2.5257501207350677,2.1335125000000303,13.733536858000003,21.27777777777778,9.749369168172638,4.444444444444445,5.333333333333333,3.6666666666666665,0.03878227003313805,11.430215929352526,-3.5826249871327756,West Bromwich Albion
114,Youssouf MULUMBU,1,2.0460947959234908,55.613,12,16.38605030016251,24.38022499999991,52.612853453000014,61.542857142857144,39.22570128244809,5.171428571428572,13.371428571428572,17.428571428571427,0.09664918891914287,-2.9871042269524617,-1.1845350051536645,West Bromwich Albion
115,Ahmed EL MOHAMADY,1,0.4458528796476752,19.159000000000002,67,2.1775617690402016,3.814575000000038,13.61413736,29.833333333333332,8.315528390021212,5.111111111111111,7.055555555555555,5.111111111111111,0.03548618017030108,9.565986824123279,25.43394805423348,Sunderland
118,Connor WICKHAM,1,1.4316113463772608,3.3899999999999997,9,0.6150697244623617,0.728375,7.980606422,16.5625,6.560837375340792,2.8125,3.3125,1.4375,0.09473948918606159,11.880013937262468,2.1893066848758562,Sunderland
119,Craig GARDNER,3,2.4576836008863516,54.706500000000005,28,10.809160490527043,18.264493749999946,29.44671817,45.53333333333333,19.23808736409534,3.9,9.5,10.266666666666667,0.09298661461042003,-0.8022160037450694,6.302023613956768,Sunderland
120,David VAUGHAN,2,0.6668350029230244,23.548500000000004,20,9.997277295921451,9.951237499999964,24.544114328,46.81818181818182,14.250013684421619,4.409090909090909,11.818181818181818,10.681818181818182,0.08963593345680476,-0.6857036416567138,-1.7295440117902778,Sunderland
121,Dong-Won JI,2,1.1260900648652044,3.1660000000000004,7,0.3566964285714284,2.7170000000000085,10.948235912999998,15.947368421052632,4.48147101064279,3.1052631578947367,4.473684210526316,2.526315789473684,0.05704628155903781,15.137087639060802,-6.432934278954511,Sunderland
